userId,train,gt,rec_AMR_visual_max_k5
62299,"[105504, 1221, 5574, 5995, 589, 1214, 111, 134130, 1721, 150, 97304, 44665, 139644, 318]","[1266, 1193]","[5956.0, 103249.0, 4776.0, 1213.0, 3578.0]"
62305,"[608, 1339, 1203]",[912],"[904.0, 1227.0, 1206.0, 3198.0, 111.0]"
62312,"[608, 1089, 5952, 4993, 2410, 2411, 586, 7153, 4084, 1721, 2011]",[1997],"[1704.0, 480.0, 5995.0, 111.0, 1954.0]"
62319,"[480, 1377, 1954, 5989, 2023, 4776, 231, 53996, 2959, 1200, 6548]","[2571, 318]","[165.0, 2329.0, 6365.0, 2409.0, 1721.0]"
62321,"[105504, 162082, 59369, 778, 1193, 48780, 111759, 7153, 134130, 142488, 122904, 1690, 58559]","[34150, 1200, 112552, 115149]","[608.0, 114935.0, 85414.0, 122900.0, 97304.0]"
62325,"[1704, 1573, 1213]","[2571, 318]","[1645.0, 3578.0, 1193.0, 2028.0, 1089.0]"
62328,"[4993, 5418, 527, 1584, 4022, 858, 318]","[1704, 296, 1961, 1206]","[356.0, 1573.0, 7438.0, 3147.0, 1721.0]"
62331,"[608, 1089, 165, 904, 586, 2571, 5995, 1997, 778, 3147, 1201, 1266, 30707]","[64957, 2959]","[1704.0, 111.0, 6.0, 1961.0, 420.0]"
62334,"[33794, 1221, 6534, 6, 5418, 3178, 2028, 589, 3916, 53996, 48304, 111, 1266, 3147]","[608, 30707]","[1954.0, 50.0, 1704.0, 2571.0, 4995.0]"
62335,"[5952, 4995, 1573, 85414, 231, 904, 296, 5989, 3147, 7438, 111, 912, 7153, 4022, 1370, 6365, 318, 58559]","[1961, 480]","[5418.0, 4993.0, 2011.0, 1721.0, 2959.0]"
62344,"[33794, 4995, 4226, 4262, 4776, 115149, 96432, 8529, 134130, 50, 168248, 1213]","[1961, 122900, 119145, 139385, 5418, 97752, 4085]","[109487.0, 105504.0, 139644.0, 81932.0, 5956.0]"
62347,"[1377, 5956, 5574, 36519, 60040, 3147, 2571, 7438, 2959, 527, 7153, 1721, 79132, 1213, 318]","[1704, 50, 30707, 48780]","[69526.0, 858.0, 2028.0, 3578.0, 6754.0]"
62350,"[1089, 1221, 5254, 5418, 1584, 1213]",[296],"[1704.0, 778.0, 608.0, 296.0, 1619.0]"
62352,"[293, 112552, 59369, 114795, 88140, 91630, 7153, 53972, 6934, 1721, 79132, 318]","[1221, 122892, 119145, 97304]","[109487.0, 48780.0, 122882.0, 64957.0, 3147.0]"
62366,"[480, 1377, 420, 356, 266, 3147, 53996, 589, 1266, 30707, 6548, 1721, 6874, 3578, 1214]","[1200, 5989, 586, 4995]","[231.0, 778.0, 6.0, 3510.0, 5574.0]"
62370,"[1377, 7438, 2959, 50, 1206]","[1997, 1370, 6874]","[4993.0, 1721.0, 2571.0, 608.0, 48780.0]"
62383,"[105504, 192385, 1954, 95875, 6979, 1221, 4995, 231, 1704, 1997, 589, 912, 104913, 97304, 2329, 6874]","[1266, 296]","[318.0, 163645.0, 1227.0, 6863.0, 7387.0]"
62384,"[1089, 5989, 6, 111, 1200, 7153, 1201, 5810, 858, 2011, 6365]","[356, 5254]","[1193.0, 5995.0, 608.0, 4262.0, 3578.0]"
62393,"[5952, 122882, 60040, 1193, 122920, 2028, 3916, 2959, 139385, 111743]","[5810, 4993, 5219, 2011, 111759, 56145, 3362]","[6874.0, 122914.0, 1203.0, 4995.0, 1704.0]"
62395,"[480, 3362, 6, 1704, 266, 778, 2571, 1645, 1036, 2959, 1200, 1201, 1266, 3578]","[553, 1370, 296]","[1573.0, 4262.0, 420.0, 6874.0, 296.0]"
62422,"[480, 1089, 122882, 33794, 122892, 48780, 7153, 122900, 44665, 3578, 6365]","[128360, 5219]","[4993.0, 58559.0, 1206.0, 2011.0, 115149.0]"
62431,"[608, 1377, 6, 904, 1704, 586, 1201, 3578, 318]","[1206, 1339]","[1573.0, 420.0, 1193.0, 1200.0, 1214.0]"
62442,[],[53972],[]
62451,"[1221, 589, 91630, 1584, 50, 858, 58559]",[1721],"[2571.0, 4226.0, 1089.0, 4993.0, 356.0]"
62462,"[1573, 4262, 5418, 1036, 111, 103249, 104913, 8529, 53972, 160438, 1690, 142488, 4022, 1370, 318]","[64957, 1721]","[30707.0, 111781.0, 420.0, 1206.0, 129937.0]"
62463,"[5952, 4993, 6979, 5219, 110501, 6534, 5254, 1221, 4262, 65514, 48780, 88140, 1203, 4022, 1370, 58559]","[1954, 296, 80363, 114795, 6874, 1201]","[2571.0, 7153.0, 4995.0, 115149.0, 3362.0]"
62467,"[480, 608, 904, 1036, 912, 7153]",[2409],"[111.0, 1193.0, 1704.0, 2028.0, 1214.0]"
62468,"[2028, 2959, 1584, 1206, 2329, 6365, 1214]",[6874],"[318.0, 1200.0, 4993.0, 904.0, 2571.0]"
62473,"[231, 48780, 44665, 6365, 1721, 6874, 79132, 68157]",[4226],"[4022.0, 4995.0, 30707.0, 85414.0, 116797.0]"
62475,"[1221, 4776, 119145, 1645, 111, 7153, 1206, 122904, 2329, 858, 116797, 318, 4223]","[4993, 30707, 4995, 912, 122882]","[293.0, 122892.0, 105504.0, 1213.0, 139385.0]"
62478,"[1089, 5219, 1573, 5254, 1584, 2167]","[1997, 2571]","[1704.0, 1206.0, 1645.0, 1266.0, 4776.0]"
62492,"[608, 1252, 1573, 293, 111, 7153, 1201, 6934, 6874, 858, 1214]","[2959, 160980, 4993, 192385]","[1704.0, 1193.0, 1213.0, 296.0, 8638.0]"
62497,"[1573, 1704, 59369, 266, 2959, 4022, 6874, 1214]",[68157],"[50.0, 1203.0, 3578.0, 1193.0, 1721.0]"
62500,"[1954, 4226, 5989, 3147, 81932, 1036, 89904, 318, 58559]","[33794, 4993, 99114]","[6863.0, 111.0, 97304.0, 68157.0, 104913.0]"
62517,"[1089, 33794, 1954, 111364, 1221, 2023, 175303, 99114, 115149, 134130, 122904]","[58559, 1203]","[139385.0, 2959.0, 59369.0, 4993.0, 177593.0]"
62518,"[122882, 778, 48780, 93838, 122904, 1690, 1961, 1200, 93363, 68157, 1214, 5952, 1089, 115149, 8665, 6874, 7387, 480, 5219, 356, 111, 2167, 3578, 3198]","[1573, 85414, 1221, 3362, 589]","[608.0, 1704.0, 4993.0, 6365.0, 589.0]"
62520,"[4226, 6, 6534, 1573, 1193, 1584, 50, 3510, 1206, 1339, 5952, 1221, 6863, 1370, 7387, 6365, 1377, 5219, 356, 2028, 1645, 111, 4085]",[3198],"[1200.0, 318.0, 5956.0, 1997.0, 4022.0]"
62522,"[4226, 6534, 778, 81932, 93838, 6548, 2329, 3362, 112552, 1704, 1201, 50, 318, 5952, 175303, 589, 115149, 8529, 159061, 1377, 1645]","[1997, 3916, 53464, 1584]","[2167.0, 168248.0, 1213.0, 8638.0, 171763.0]"
62524,"[169984, 122882, 111364, 117895, 904, 105355, 48780, 81932, 76175, 65682, 122900, 6548, 6550, 6934, 109848, 2329, 1954, 97188, 1573, 113573, 4262, 1961, 553, 1200, 78772, 1206, 1721, 1213, 58559, 586, 115149, 1997, 80846, 103249, 6874, 2011, 7387, 608, 87520, 6754, 74851, 356, 2409, 53996, 4085, 139644, 4223]","[110501, 8665, 4776, 2571, 8638, 30707, 5810, 1252]","[2410.0, 159061.0, 6.0, 2411.0, 420.0]"
62526,"[1200, 3147, 1573]","[356, 1704]","[50.0, 1193.0, 5989.0, 1954.0, 420.0]"
62532,"[778, 356, 2028]","[5989, 6874]","[293.0, 296.0, 6874.0, 1089.0, 480.0]"
62539,"[480, 4226, 2571, 2959, 4022, 1690, 6874]","[1961, 4993, 231, 1193, 34150]","[2011.0, 4993.0, 33794.0, 589.0, 5989.0]"
62542,"[33794, 4226, 1704, 1193, 296, 99114, 7438, 2329, 72731, 318]","[1203, 293, 111, 5418]","[58559.0, 50.0, 5810.0, 2959.0, 31364.0]"
62544,"[3362, 6, 5418, 3147, 5995, 1997, 115149, 50, 116797, 134130, 97304, 2329, 6874, 68157]","[162082, 31364]","[4226.0, 105504.0, 2571.0, 4995.0, 79132.0]"
62546,"[105504, 4226, 165, 1221, 4262, 1573, 1193, 1961, 48780, 7438, 1584, 50, 139644, 2329, 858, 79132, 58559]","[1704, 1036, 2411, 1645, 1201, 122882, 318, 5574]","[4995.0, 1203.0, 1214.0, 904.0, 134130.0]"
62565,"[5952, 1377, 4995, 1221, 165, 2023, 1704, 1961, 2571, 48780, 3147, 6863, 111, 7153, 4022, 2329, 858, 1214]","[527, 2411, 4226, 2409]","[4993.0, 480.0, 1721.0, 6365.0, 7438.0]"
62583,"[480, 1377, 1089, 1221, 5574, 2023, 1961, 2571, 2959, 6548, 1339]","[266, 586]","[2011.0, 6874.0, 2410.0, 231.0, 1721.0]"
62585,"[4995, 904, 2571, 2959, 912, 2329, 165, 293, 4776, 1193, 296, 1201, 3510, 1214, 58559, 1089, 5956, 586, 3916, 8529, 1619, 8665, 1252, 2023, 5995, 1645]","[356, 48780]","[608.0, 111.0, 150.0, 318.0, 1704.0]"
62590,"[1704, 5418, 48780, 2959, 50, 150, 1721, 8638]","[4995, 1193]","[912.0, 4226.0, 4993.0, 6863.0, 2571.0]"
62602,"[5952, 1089, 480, 1252, 175303, 1193, 5418, 2571, 109487, 912, 7153, 134130, 50, 6548, 150, 72731, 1213]","[111759, 122882, 1200, 122900, 3578]","[58559.0, 64957.0, 4226.0, 608.0, 65514.0]"
62606,"[1221, 1573, 1704, 904, 2411, 1227, 1201, 1339]","[1690, 1645, 2410, 356, 2011]","[3198.0, 1203.0, 2410.0, 1193.0, 1213.0]"
62609,"[608, 1370, 1213]",[293],"[1645.0, 2411.0, 553.0, 4084.0, 1704.0]"
62610,"[4993, 5989, 2023, 586, 2571, 7153, 6934, 858, 6365]",[356],"[1573.0, 1206.0, 5995.0, 1721.0, 1193.0]"
62629,"[33794, 1221, 3178, 912, 7153, 1201, 1200, 1213, 6934, 2167, 6874, 1370, 68157]","[1997, 420, 586, 1214, 3198, 1704, 4262]","[1704.0, 1645.0, 3578.0, 44665.0, 5219.0]"
62631,"[1089, 2023, 59369, 1227, 48780, 1200, 5810, 53972, 4085, 2329, 858, 69275, 318]","[111, 589, 2571, 4262, 1954]","[1339.0, 7387.0, 2409.0, 56145.0, 2167.0]"
62639,"[5952, 157699, 356, 4995, 119145, 2571, 3147, 115149, 7438, 589, 111759, 912, 134130, 64957]","[44665, 1721]","[1704.0, 4993.0, 4022.0, 1193.0, 608.0]"
62643,"[1573, 553, 912, 50, 2167, 3578]",[2011],"[1690.0, 1036.0, 44665.0, 1266.0, 1339.0]"
62648,"[480, 4226, 33794, 356, 3362, 1252, 1221, 3147, 105355, 589, 111, 2959, 50, 30707, 1206, 79132]",[608],"[318.0, 527.0, 1997.0, 31364.0, 1203.0]"
62663,"[4993, 4995, 5254, 2959, 79132, 85414, 1961, 109487, 1200, 5952, 97752, 1370, 6754, 5989, 128360, 65514, 134130, 86644, 3578]","[34150, 68157, 58559, 589, 6874]","[115149.0, 114180.0, 6365.0, 5219.0, 122882.0]"
62666,"[114180, 188301, 111759, 2329, 122912, 293, 5810, 1203, 50, 105653, 1721, 64957, 318, 58559, 1227, 3147, 103249, 6874, 1252, 5995, 171763, 139644]","[68157, 6, 80363, 168248, 5956, 2028]","[48304.0, 177593.0, 30707.0, 142488.0, 111.0]"
62681,"[5952, 778, 1227, 1036, 3198]","[5418, 4995]","[111.0, 904.0, 293.0, 231.0, 296.0]"
62688,"[6979, 6, 1961, 589, 6874]","[858, 7438, 912]","[4022.0, 318.0, 1206.0, 30707.0, 293.0]"
62692,"[5219, 1573, 5254, 5418, 3147, 2959, 1201, 7153, 79132]","[1370, 2409]","[4993.0, 1704.0, 5995.0, 1206.0, 6874.0]"
62699,"[5254, 1961, 266, 1645, 7438, 50, 1266, 150, 1370, 318, 4223]","[4995, 1573, 608, 1200]","[3510.0, 231.0, 1573.0, 3178.0, 1584.0]"
62700,"[5952, 5418, 2571, 527, 7153, 1266, 3510, 1721, 318]","[79132, 6874, 1036, 150]","[1573.0, 3578.0, 1961.0, 150.0, 480.0]"
62703,"[1954, 1193, 1961, 111, 527]","[1252, 3147, 589]","[904.0, 480.0, 1266.0, 608.0, 1213.0]"
62705,"[1089, 1954, 356, 1573, 165, 1961, 2410, 7153, 150, 6874, 1339]","[4262, 4776, 50, 1036, 33794, 4995]","[480.0, 1377.0, 2571.0, 318.0, 4262.0]"
62707,"[480, 3362, 165, 2571, 1266, 4084, 150]",[42738],"[6.0, 1036.0, 3178.0, 1370.0, 420.0]"
62716,"[608, 1252, 296, 1193, 527]","[1704, 1213, 778]","[912.0, 2571.0, 4226.0, 1704.0, 5995.0]"
62729,"[5989, 2329, 91974, 99114, 48780, 7438, 109487, 93363, 1203, 4022, 1721, 2011]","[3578, 91630, 480, 293, 858]","[33794.0, 134130.0, 1214.0, 2959.0, 4993.0]"
62733,"[1954, 356, 293, 1193, 5418, 5995, 2571, 7438, 150, 97304, 1721, 3578, 58559]","[79132, 6548, 165]","[111.0, 527.0, 1214.0, 480.0, 5574.0]"
62737,"[33794, 4995, 114180, 527, 69526, 150, 1954, 1573, 553, 318, 1214, 3147, 88140, 589, 1370, 195163, 6874, 6365, 6754, 356, 2023, 7153, 4084]","[6979, 293, 112370, 4776, 7387]","[231.0, 1721.0, 5574.0, 5418.0, 4776.0]"
62738,"[527, 1200, 4085, 6934, 8665, 64957, 1214, 58559]","[2011, 7438]","[1036.0, 79132.0, 99114.0, 5952.0, 4993.0]"
62744,"[5952, 480, 1954, 4995, 293, 165, 6, 3147, 1036, 2571, 4085]","[1213, 4993]","[1961.0, 231.0, 7153.0, 150.0, 6365.0]"
62761,"[480, 6979, 4995, 2571, 1036, 150, 3578]","[2028, 1377, 4085, 3510]","[5418.0, 318.0, 7153.0, 4226.0, 231.0]"
62762,"[5956, 165, 1221, 5574, 5989, 553, 296, 2410, 2028, 527, 1690]","[293, 6534]","[6.0, 1201.0, 480.0, 858.0, 1954.0]"
62763,"[1089, 1203, 356, 2959]","[1036, 5219]","[1721.0, 318.0, 4995.0, 778.0, 5989.0]"
62770,"[231, 1584, 8529, 4022, 1206]","[1961, 266]","[1721.0, 4993.0, 6365.0, 6934.0, 1573.0]"
62782,"[1704, 6863, 1206, 3578, 68157]","[2959, 293, 2571, 231]","[3147.0, 1954.0, 1193.0, 2028.0, 2329.0]"
62795,"[1200, 480, 3362, 589]","[2028, 3578]","[420.0, 904.0, 1584.0, 4223.0, 2167.0]"
62797,"[608, 4226, 2028, 527, 58559]","[1200, 858]","[50.0, 296.0, 2571.0, 1214.0, 1193.0]"
62798,"[1089, 1573, 91974, 36519, 122920, 293, 3147, 1200, 103249, 65682, 7153, 122900, 6550, 97752, 2329]","[1721, 2011, 5254, 6754]","[1584.0, 1214.0, 122892.0, 84601.0, 778.0]"
62804,"[4995, 1252, 4262, 5995, 2959, 912, 3198, 318]",[2571],"[1203.0, 31364.0, 904.0, 5989.0, 1193.0]"
62805,"[5952, 2028, 2959, 50, 1206, 2329, 3578]","[296, 7438, 1584]","[2571.0, 608.0, 296.0, 4993.0, 58559.0]"
62810,"[480, 356, 3147, 6548, 6934, 150, 3578]","[30707, 2571, 296]","[231.0, 1704.0, 2329.0, 586.0, 4995.0]"
62824,"[1954, 1252, 5989, 1704, 5995, 48780, 3147, 1036, 3578, 3510, 6874, 1214]","[4022, 165, 1961, 4995]","[1193.0, 318.0, 904.0, 2571.0, 2028.0]"
62825,"[480, 608, 33794, 165, 904, 1036, 111, 1200, 7153, 1266, 1201, 3578, 4022, 2329, 6874, 318]",[2571],"[778.0, 4995.0, 1089.0, 2410.0, 5989.0]"
62827,"[33794, 3147, 6365]","[4022, 5418]","[4993.0, 1704.0, 6934.0, 2011.0, 6874.0]"
62840,"[608, 1377, 356, 1573, 231, 3147, 1997, 527, 2959, 3578, 4022, 6874, 858, 318]","[1252, 778]","[1721.0, 589.0, 50.0, 296.0, 586.0]"
62854,"[4993, 1704, 119145, 50, 159061, 6934, 2167, 8985, 6874, 1690, 79132]","[111, 1036, 778]","[122900.0, 93363.0, 608.0, 111759.0, 7438.0]"
62872,"[608, 4993, 5956, 1573, 778, 527, 6863, 3578]",[4776],"[858.0, 50.0, 293.0, 296.0, 1213.0]"
62885,"[5952, 4993, 4776, 2028, 7438, 7153]","[5810, 5995]","[1704.0, 4995.0, 6365.0, 58559.0, 608.0]"
62893,"[480, 1573, 296, 5418, 1036, 912, 150, 6934, 4022, 6874, 3198]","[2028, 5956]","[2571.0, 231.0, 1997.0, 2959.0, 6.0]"
62894,"[4993, 4226, 904, 81932, 93838, 6934, 293, 4776, 1193, 8638, 318, 5952, 1221, 3147, 858, 480, 608, 2023, 1645, 1266, 4223]","[111759, 5989, 1573, 1200]","[1213.0, 31364.0, 296.0, 2028.0, 1704.0]"
62904,"[1089, 1704, 1206, 6934, 3578, 6365]",[2571],"[4993.0, 58559.0, 5995.0, 5952.0, 111.0]"
62908,"[1089, 6754, 356, 1573, 5989, 296, 1704, 586, 2571, 2028, 527, 134130, 122900, 150, 6874]","[5219, 2959, 1721, 8861, 6863]","[778.0, 2011.0, 1193.0, 3147.0, 1214.0]"
62919,"[5952, 1089, 1573, 2023, 296, 1193, 266, 2571, 7438, 912, 7153]","[6979, 589, 50, 6365]","[1704.0, 4226.0, 1206.0, 1266.0, 1645.0]"
62920,"[4022, 1206, 4085, 1214]","[3916, 1036]","[7438.0, 5995.0, 1370.0, 608.0, 1690.0]"
62922,"[5952, 6874, 231, 59369, 2028, 115149, 7153, 93363, 173145, 3578, 318, 58559]","[6934, 3147, 4022, 1221]","[293.0, 296.0, 1200.0, 50.0, 116797.0]"
62925,"[608, 1089, 4993, 33794, 356, 6979, 904, 1193, 65514, 59369, 3147, 1704, 2028, 111, 109487, 296, 1206, 68157]","[5952, 318, 2011]","[5989.0, 318.0, 3578.0, 2959.0, 5418.0]"
62926,"[5952, 4226, 60040, 48780, 88140]","[5989, 586]","[4993.0, 33794.0, 115149.0, 99114.0, 7438.0]"
62927,"[480, 1089, 4262, 296, 59369, 4776, 3147, 81932, 2329, 858, 68157, 318]","[3578, 5418]","[2023.0, 2028.0, 105504.0, 1961.0, 115149.0]"
62928,"[480, 1089, 3362, 356, 293, 3147, 3916, 50, 1619, 1266, 318]","[2409, 1213]","[778.0, 231.0, 3510.0, 527.0, 4223.0]"
62935,"[33794, 5254, 2571, 93838, 109848, 420, 293, 4262, 1573, 296, 1193, 5418, 5810, 1721, 586, 103249, 1619, 97752, 6874, 1252, 4084, 158966, 3578]","[2167, 6550, 778, 30707]","[1997.0, 6934.0, 50.0, 231.0, 6365.0]"
62941,"[97188, 59369, 122892, 168366, 6863, 109487, 1721, 79132, 318]","[5952, 122904]","[4226.0, 3510.0, 105504.0, 527.0, 50.0]"
62945,"[480, 356, 1221, 6, 231, 2023, 586, 1645, 150, 3578]","[3147, 2028, 1370]","[1573.0, 1089.0, 858.0, 2028.0, 318.0]"
62946,"[4993, 5989, 5574, 2571, 4085, 6550, 2329, 3578]","[4022, 589, 480]","[6365.0, 231.0, 6863.0, 858.0, 1721.0]"
62949,"[5952, 87520, 3147, 195163, 2011, 64030]",[112370],"[6534.0, 34150.0, 53464.0, 69526.0, 6754.0]"
62961,"[1089, 296, 586, 3916, 1206, 6874, 2011, 6365]","[1214, 5952, 4022, 231]","[1704.0, 4022.0, 608.0, 4995.0, 1645.0]"
62969,"[6754, 1252, 6534, 231, 1997, 6863, 1206, 6874, 8861]","[7153, 1266]","[1573.0, 93363.0, 4993.0, 1704.0, 5219.0]"
62970,"[33794, 4995, 1252, 1704, 59369, 589, 2959, 1200, 50, 1206, 8665, 3578]","[1213, 2329, 105504]","[318.0, 5418.0, 1203.0, 356.0, 5952.0]"
62976,"[33794, 356, 4262, 5574, 4776, 1961, 1193, 5995, 5810, 8665, 6365]","[1584, 2959]","[1997.0, 6874.0, 6754.0, 586.0, 231.0]"
62986,"[293, 48780, 50, 57528, 8861]","[64030, 8529, 5219, 6534]","[56145.0, 76175.0, 85414.0, 114795.0, 94405.0]"
62998,"[5952, 1089, 5956, 5989, 36519, 101895, 1704, 3916, 8665, 91630, 134130, 1721, 68157, 318]","[5418, 122904]","[480.0, 58559.0, 4995.0, 1961.0, 1954.0]"
63003,"[480, 3362, 165, 1193, 778, 2571, 48780, 589, 7438, 2028, 104913, 3578, 6874, 7387, 318]","[58559, 5952, 1721, 608, 50, 6]","[1200.0, 608.0, 293.0, 4993.0, 1089.0]"
63007,"[4995, 1573, 112552, 1961, 553, 1704, 296, 7438, 164981, 6934, 122904, 2011]","[99114, 318, 5418]","[50.0, 1377.0, 4084.0, 4085.0, 420.0]"
63016,"[5952, 4993, 6754, 356, 904, 4776, 1584, 150, 6365]","[5254, 4085, 1690, 1370, 586, 1997]","[1089.0, 5989.0, 231.0, 48780.0, 318.0]"
63017,"[122914, 6754, 356, 165, 231, 88140, 1036, 7387, 912, 1584, 50, 105653, 6934, 110102, 97304, 8665, 1690, 122904]","[4226, 76175, 34150, 6979, 1200]","[1200.0, 5952.0, 586.0, 6365.0, 58559.0]"
63019,"[169984, 4995, 5254, 169864, 6550, 114713, 296, 1193, 1584, 116797, 1221, 586, 3147, 1997, 97752, 858, 6754, 80363, 4085, 114935, 44665]","[42738, 4022]","[4022.0, 134130.0, 4993.0, 5219.0, 5995.0]"
63021,"[33794, 4995, 904, 81932, 69526, 79132, 165, 99114, 1584, 89904, 68157, 8638, 88140, 589, 8665, 2011, 608, 5219, 5989, 53996, 111, 7153, 30707, 3578]","[1645, 3198, 58559, 1036, 5418, 60040, 5810, 293]","[5952.0, 1704.0, 58559.0, 480.0, 778.0]"
63023,"[608, 480, 1377, 4995, 6, 1193, 553, 2028, 53996, 589, 53972, 4022, 122904, 8665, 3578, 79132, 1213, 4223]","[1370, 44665, 34150]","[2571.0, 858.0, 1721.0, 7153.0, 1036.0]"
63028,"[4993, 1954, 1221, 296, 5418, 527, 2959, 50, 1206, 8665, 3578, 79132, 6365]",[1961],"[2571.0, 111.0, 7438.0, 1036.0, 5952.0]"
63032,"[33794, 356, 2028, 589, 527, 7153, 6550, 4022, 6934, 4223]","[3147, 1584, 1089, 5952]","[1954.0, 480.0, 293.0, 231.0, 64957.0]"
63034,"[480, 165, 586, 2571, 6874, 318]","[778, 50, 1370]","[2011.0, 1573.0, 7153.0, 1997.0, 293.0]"
63045,"[4993, 1036, 2959, 122900, 6550, 69526, 122904, 122920, 1704, 99114, 1200, 1206, 586, 3147, 1997, 6863, 8529, 6874, 608, 5989, 53996]","[2028, 7387, 110102, 97752, 1584, 1645, 111, 7438]","[2011.0, 50.0, 1214.0, 778.0, 293.0]"
63047,"[608, 1089, 480, 1573, 6534, 1036, 527, 111, 2959, 1201, 44665, 2011, 58559]","[53972, 26294]","[778.0, 68157.0, 1266.0, 6.0, 1704.0]"
63055,"[5952, 4993, 4226, 5219, 266, 2028, 50, 3578, 8638]",[104913],"[6365.0, 1584.0, 858.0, 608.0, 3916.0]"
63084,"[1200, 1193]","[589, 2959]","[293.0, 1214.0, 527.0, 1997.0, 111.0]"
63090,"[4995, 293, 296, 119145, 112552, 266, 3147, 3578, 122904, 6874, 142488]","[7153, 99114]","[2329.0, 1089.0, 1584.0, 778.0, 50.0]"
63112,"[1089, 33794, 1252, 5989, 296, 1193, 5995, 4084, 2011]","[912, 160438, 4226]","[1704.0, 111.0, 608.0, 6.0, 480.0]"
63117,"[5952, 1954, 1573, 5989, 231, 296, 1193, 2410, 5418, 1227, 7438, 1200, 50, 1721, 2011, 68157]","[4226, 318, 4022]","[1203.0, 2571.0, 904.0, 3198.0, 4084.0]"
63119,"[4993, 4226, 904, 296, 3147, 1584, 1206, 318]","[527, 2571]","[778.0, 1089.0, 293.0, 1266.0, 1961.0]"
63137,"[33794, 5219, 356, 293, 6, 4262, 904, 1193, 778, 3147, 1227, 1997, 553, 6863, 6548, 150, 1213, 8638]","[1266, 2571, 1573, 4022, 1221, 30707]","[2409.0, 5956.0, 165.0, 1954.0, 296.0]"
63142,"[1954, 68157, 4262, 1704, 119145, 1961, 109487, 48304, 114935, 858, 116797]","[165, 1997, 6934, 1221]","[4995.0, 7153.0, 33794.0, 5995.0, 1206.0]"
63144,"[480, 1377, 4995, 356, 5574, 5254, 586, 3916, 2959, 1200, 53972, 1213, 58559]","[6548, 318, 1721]","[231.0, 608.0, 1721.0, 5418.0, 6863.0]"
63155,"[4993, 6, 1573, 5418, 1200, 50, 1721, 1213, 6863, 6874, 858, 1370, 6365, 480, 5219, 5995, 2411, 7153, 1266]","[1645, 608, 527, 3578]","[2571.0, 1961.0, 4995.0, 4022.0, 1954.0]"
63156,"[4995, 293, 1221, 296, 5418, 589, 1619, 6874, 1213, 318]","[3178, 1721, 778]","[356.0, 1704.0, 2028.0, 58559.0, 50.0]"
63161,"[4993, 293, 4262, 2959, 1584, 8529, 5810, 2329, 6365]","[1721, 778, 7438]","[318.0, 1704.0, 3147.0, 4995.0, 6874.0]"
63173,"[480, 165, 6534, 231, 1704, 2411, 1036, 589, 1584, 8529, 1200]","[527, 150, 7153, 2011, 5952, 2028]","[2011.0, 586.0, 1193.0, 5989.0, 1954.0]"
63181,"[3578, 1252, 1266]","[318, 1221]","[1193.0, 50.0, 1704.0, 1203.0, 904.0]"
63182,"[608, 5952, 4226, 296, 5418, 527, 1200, 1206, 1721, 1214]","[912, 1221, 778, 2011, 318]","[4993.0, 318.0, 2571.0, 1193.0, 111.0]"
63183,"[4993, 5418, 1036, 2329]",[4226],"[2571.0, 6934.0, 293.0, 527.0, 169864.0]"
63184,"[1200, 858, 1619, 912]","[1377, 3178, 2410]","[2028.0, 2571.0, 608.0, 50.0, 1193.0]"
63185,"[1089, 4993, 5989, 5574, 2023, 2571, 111, 150, 2167, 1721, 1370, 6365]",[79132],"[480.0, 6863.0, 1201.0, 1214.0, 1193.0]"
63189,"[1089, 68157, 5995, 2028, 527, 912, 6365]","[6550, 231]","[111.0, 150.0, 318.0, 858.0, 1221.0]"
63193,"[5952, 122882, 33794, 5574, 99114, 2571, 1036, 115149, 130634, 88140, 103249, 7153, 2167, 3578, 79132, 116797]","[8665, 142488, 1573, 146656, 7438]","[86644.0, 58559.0, 91630.0, 134130.0, 109487.0]"
63196,"[1704, 553, 296, 2959, 527, 150]",[2028],"[356.0, 3578.0, 318.0, 1036.0, 912.0]"
63203,"[480, 4993, 4226, 356, 293, 6, 1252, 1704, 2023, 1193, 7153, 1206, 2011, 1213]","[2028, 1036]","[1089.0, 912.0, 5995.0, 608.0, 296.0]"
63217,"[1377, 1221, 5254, 5989, 7438, 2329, 1690, 6365]","[1036, 2959, 1200, 5952, 6874]","[318.0, 6874.0, 1573.0, 1704.0, 2959.0]"
63237,"[1089, 4995, 1252, 165, 5989, 1193, 5995, 2028, 1997, 1203, 4084, 30707, 3510, 2329, 3578, 1214]","[4085, 6863]","[318.0, 904.0, 1704.0, 111.0, 5810.0]"
63239,"[97752, 8529, 33794, 111759]","[97304, 114180]","[4995.0, 109487.0, 7153.0, 85414.0, 59369.0]"
63249,"[1089, 4995, 5956, 5219, 2329, 34150, 778, 5418, 3916, 7438, 5810, 42738, 8985, 8665, 2011, 6365]",[1227],"[1704.0, 58559.0, 53996.0, 608.0, 76175.0]"
63254,"[480, 4993, 4226, 5952, 420, 356, 5989, 34150, 296, 1961, 5995, 53996, 912, 7153, 1214]","[8665, 1221, 586, 1213, 6534, 3147, 165, 6754]","[1206.0, 1704.0, 2011.0, 33794.0, 318.0]"
63256,"[1089, 2411, 356]","[2571, 2410]","[1573.0, 1704.0, 6.0, 150.0, 111.0]"
